task,regime,split,seed,episode,force_burden,memory_challenge,contact_change,force_limit_margin,true_force_risk,observation_delay,sensor_dropout,oracle_success_estimate
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,0,4,0.875185,0.728545,0.511135,0.438418,0.433200,0.056090,0.048137,0.816785
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,0,5,0.797368,0.793222,0.563943,0.403024,0.489261,0.061014,0.050214,0.823011
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,1,0,0.838140,0.749026,0.566296,0.432312,0.470667,0.053111,0.070983,0.819749
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,1,1,0.799559,0.770178,0.492005,0.350004,0.439834,0.069123,0.058316,0.822835
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,1,2,0.788050,0.737021,0.502618,0.426396,0.488272,0.060617,0.069007,0.823756
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,1,3,0.821588,0.774920,0.499034,0.421793,0.520592,0.064689,0.068568,0.821073
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,1,4,0.788050,0.758714,0.545261,0.433399,0.388793,0.058177,0.040597,0.823756
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,1,5,0.855820,0.742928,0.559782,0.388732,0.490799,0.059317,0.056977,0.818334
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,2,0,0.771531,0.765329,0.525028,0.428260,0.435056,0.044941,0.064264,0.825077
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,2,1,0.817926,0.741509,0.483640,0.411116,0.459190,0.063281,0.063456,0.821366
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,2,2,0.806110,0.755358,0.570195,0.400946,0.469062,0.053666,0.060593,0.822311
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,2,3,0.828603,0.736967,0.520757,0.382743,0.448523,0.060808,0.078899,0.820512
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,2,4,0.788563,0.737717,0.545340,0.402369,0.472349,0.066132,0.060426,0.823715
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,2,5,0.808381,0.727720,0.505952,0.386526,0.405239,0.055662,0.067039,0.822130
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,3,0,0.806140,0.710690,0.563087,0.397147,0.417303,0.056775,0.069983,0.822309
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,3,1,0.785955,0.736629,0.536825,0.434180,0.433824,0.049733,0.038260,0.823924
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,3,2,0.813461,0.719057,0.546230,0.358623,0.464789,0.038714,0.038579,0.821723
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,3,3,0.828704,0.766725,0.464051,0.437872,0.506790,0.046697,0.040946,0.820504
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,3,4,0.815173,0.721927,0.530502,0.404862,0.475086,0.045179,0.060175,0.821586
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,3,5,0.820124,0.747253,0.556036,0.374563,0.468057,0.047634,0.064516,0.821190
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,4,0,0.816127,0.756710,0.538634,0.418824,0.449333,0.048682,0.045859,0.821510
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,4,1,0.784713,0.784596,0.550214,0.398334,0.467545,0.054336,0.055705,0.824023
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,4,2,0.838037,0.767449,0.519854,0.425399,0.494170,0.063850,0.092106,0.819757
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,4,3,0.785423,0.789918,0.530254,0.432074,0.472753,0.054110,0.056500,0.823966
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,4,4,0.808088,0.728403,0.532851,0.432242,0.440883,0.056074,0.046027,0.822153
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,4,5,0.837037,0.791017,0.536268,0.418341,0.479549,0.057336,0.075544,0.819837
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,5,0,0.804408,0.777889,0.513240,0.406023,0.434511,0.047267,0.069986,0.822447
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,5,1,0.847435,0.761869,0.612710,0.411016,0.461285,0.067450,0.071137,0.819005
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,5,2,0.828019,0.731716,0.505926,0.403547,0.459148,0.069404,0.049795,0.820558
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,5,3,0.820558,0.797613,0.526955,0.411780,0.486693,0.048592,0.070001,0.821155
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,5,4,0.823340,0.747817,0.512301,0.453130,0.456160,0.076401,0.064706,0.820933
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,5,5,0.815663,0.698599,0.523354,0.404874,0.488286,0.049439,0.054028,0.821547
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,6,0,0.833922,0.779137,0.507965,0.368102,0.501249,0.067881,0.078662,0.820086
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,6,1,0.781826,0.749702,0.487697,0.429518,0.420098,0.068360,0.057106,0.824254
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,6,2,0.814611,0.779823,0.534343,0.395304,0.497195,0.062332,0.077280,0.821631
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,6,3,0.814830,0.731984,0.528134,0.432875,0.433380,0.076368,0.047712,0.821614
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,6,4,0.783361,0.768557,0.476565,0.397337,0.420995,0.047418,0.066215,0.824131
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,6,5,0.769774,0.748029,0.541334,0.438024,0.464378,0.079222,0.081952,0.825218
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,7,0,0.835617,0.771655,0.514584,0.426890,0.457631,0.055767,0.066461,0.819951
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,7,1,0.803160,0.746803,0.547471,0.458244,0.454360,0.062954,0.098553,0.822547
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,7,2,0.806606,0.769574,0.573256,0.388049,0.455121,0.058564,0.049085,0.822272
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,7,3,0.804092,0.710500,0.531564,0.431950,0.460663,0.060625,0.071930,0.822473
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,7,4,0.820778,0.774338,0.513736,0.362475,0.464289,0.031830,0.050619,0.821138
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,7,5,0.758728,0.763780,0.513449,0.415114,0.424544,0.040303,0.057874,0.826102
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,8,0,0.837873,0.740804,0.576386,0.408658,0.461770,0.061901,0.070243,0.819770
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,8,1,0.829059,0.743352,0.523437,0.373519,0.491392,0.074474,0.043336,0.820475
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,8,2,0.826027,0.776080,0.548959,0.400074,0.484300,0.062749,0.059277,0.820718
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,8,3,0.814256,0.795775,0.529767,0.379858,0.485170,0.070571,0.054787,0.821660
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,8,4,0.794910,0.783470,0.492809,0.451645,0.482154,0.065945,0.049220,0.823207
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,8,5,0.807902,0.739111,0.546033,0.403207,0.450020,0.056175,0.025893,0.822168
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,9,0,0.865190,0.749514,0.524128,0.405330,0.531973,0.065391,0.047262,0.817585
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,9,1,0.793316,0.703093,0.539784,0.425742,0.420396,0.056947,0.056435,0.823335
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,9,2,0.813628,0.726662,0.569010,0.413157,0.456851,0.044385,0.001000,0.821710
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,9,3,0.859438,0.733133,0.512986,0.406910,0.492439,0.059745,0.078804,0.818045
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,9,4,0.847811,0.784602,0.542533,0.393120,0.517855,0.046263,0.065995,0.818975
peg_insertion_with_preload,clamp_slip_transition,embodiment_force_limit_shift,9,5,0.820592,0.766909,0.525086,0.413920,0.493348,0.068079,0.055054,0.821153
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,0,0,0.789679,0.833341,0.517769,0.469533,0.482882,0.629413,0.119729,0.820426
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,0,1,0.805901,0.898098,0.582563,0.457569,0.564254,0.653150,0.111560,0.819128
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,0,2,0.797477,0.859040,0.551374,0.470181,0.501591,0.653035,0.084262,0.819802
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,0,3,0.815749,0.902758,0.526727,0.490228,0.522009,0.634936,0.094088,0.818340
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,0,4,0.841167,0.885240,0.508977,0.505609,0.487022,0.648340,0.098318,0.816307
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,0,5,0.803788,0.881014,0.545387,0.516440,0.529309,0.629456,0.095418,0.819297
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,1,0,0.847743,0.889893,0.539935,0.472081,0.545906,0.630203,0.082063,0.815781
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,1,1,0.832826,0.897808,0.573899,0.495706,0.531326,0.638265,0.116610,0.816974
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,1,2,0.842882,0.867647,0.545792,0.518320,0.562576,0.645905,0.098232,0.816169
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,1,3,0.813244,0.864813,0.607396,0.483353,0.497139,0.641415,0.111049,0.818540
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,1,4,0.759649,0.883747,0.566188,0.513304,0.503777,0.638079,0.114477,0.822828
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,1,5,0.825522,0.896502,0.534677,0.488964,0.576172,0.640689,0.119986,0.817558
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,2,0,0.836988,0.912203,0.534406,0.532218,0.533701,0.662170,0.095808,0.816641
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,2,1,0.805122,0.915538,0.493862,0.502675,0.561567,0.658290,0.108381,0.819190
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,2,2,0.793776,0.884880,0.569116,0.477878,0.541155,0.639979,0.089125,0.820098
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,2,3,0.822112,0.869579,0.554305,0.475287,0.558038,0.644300,0.092251,0.817831
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,2,4,0.813989,0.897403,0.530427,0.513511,0.507150,0.638907,0.096844,0.818481
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,2,5,0.808669,0.908995,0.518470,0.464028,0.543526,0.652964,0.079392,0.818906
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,3,0,0.791793,0.905772,0.500676,0.491136,0.543876,0.652063,0.084541,0.820257
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,3,1,0.842354,0.872185,0.509986,0.483960,0.529864,0.620395,0.102378,0.816212
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,3,2,0.858697,0.884485,0.530607,0.511738,0.578744,0.647284,0.104383,0.814904
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,3,3,0.799526,0.890618,0.589463,0.511432,0.525403,0.627059,0.092556,0.819638
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,3,4,0.794117,0.848180,0.592807,0.456951,0.570094,0.648284,0.096811,0.820071
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,3,5,0.849144,0.910407,0.547244,0.458133,0.513335,0.632871,0.088944,0.815669
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,4,0,0.792037,0.872195,0.537749,0.502693,0.528668,0.642976,0.099708,0.820237
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,4,1,0.828177,0.869248,0.528880,0.520773,0.579823,0.619412,0.109587,0.817346
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,4,2,0.812832,0.901261,0.509652,0.486544,0.501611,0.620693,0.116814,0.818573
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,4,3,0.796343,0.854130,0.534403,0.511153,0.512225,0.631135,0.109504,0.819893
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,4,4,0.827663,0.886263,0.520456,0.470806,0.559707,0.632322,0.073545,0.817387
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,4,5,0.823920,0.885182,0.568752,0.479834,0.550439,0.633990,0.077516,0.817686
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,5,0,0.805669,0.910150,0.525908,0.480839,0.556386,0.629562,0.111560,0.819146
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,5,1,0.837237,0.870992,0.560401,0.457290,0.530503,0.651738,0.097666,0.816621
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,5,2,0.801855,0.883705,0.509923,0.496587,0.573541,0.648695,0.104415,0.819452
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,5,3,0.793843,0.805032,0.563672,0.494266,0.482676,0.645861,0.089657,0.820093
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,5,4,0.800355,0.850475,0.500020,0.459257,0.535774,0.647336,0.101258,0.819572
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,5,5,0.811111,0.869230,0.555284,0.502249,0.523373,0.644357,0.103155,0.818711
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,6,0,0.817899,0.905771,0.542315,0.458645,0.527532,0.638063,0.109789,0.818168
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,6,1,0.831748,0.880177,0.546468,0.468783,0.536387,0.646631,0.095352,0.817060
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,6,2,0.812600,0.878635,0.510731,0.477756,0.558878,0.635602,0.093488,0.818592
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,6,3,0.818724,0.882407,0.501363,0.470110,0.588782,0.645234,0.135770,0.818102
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,6,4,0.827963,0.939707,0.560832,0.495623,0.550936,0.635993,0.116261,0.817363
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,6,5,0.806856,0.886962,0.535570,0.476680,0.535841,0.652228,0.119415,0.819051
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,7,0,0.815168,0.888590,0.543876,0.496232,0.568934,0.653997,0.101777,0.818387
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,7,1,0.776653,0.916727,0.550856,0.530819,0.522291,0.653249,0.115527,0.821468
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,7,2,0.820599,0.929873,0.510339,0.486061,0.539373,0.623166,0.134349,0.817952
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,7,3,0.803008,0.915010,0.569442,0.509812,0.558218,0.638262,0.109120,0.819359
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,7,4,0.796090,0.895124,0.565824,0.518855,0.560883,0.619215,0.089189,0.819913
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,7,5,0.809076,0.914989,0.544571,0.515189,0.530309,0.636671,0.121994,0.818874
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,8,0,0.794351,0.916874,0.569699,0.509066,0.563153,0.641872,0.089523,0.820052
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,8,1,0.807139,0.882048,0.551213,0.477043,0.555275,0.627540,0.098255,0.819029
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,8,2,0.815508,0.913962,0.477971,0.519507,0.471152,0.641683,0.086905,0.818359
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,8,3,0.827761,0.861793,0.518063,0.519413,0.548582,0.654652,0.106949,0.817379
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,8,4,0.785532,0.925658,0.566976,0.453060,0.542707,0.652264,0.089914,0.820757
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,8,5,0.856170,0.908276,0.525940,0.502911,0.587628,0.660017,0.084900,0.815106
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,9,0,0.819834,0.883200,0.556537,0.477240,0.537690,0.656523,0.111783,0.818013
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,9,1,0.782770,0.906645,0.536894,0.478331,0.525448,0.634078,0.092655,0.820978
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,9,2,0.838113,0.876925,0.502252,0.486693,0.563168,0.630809,0.089161,0.816551
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,9,3,0.773244,0.863127,0.535669,0.469987,0.542672,0.647176,0.092110,0.821740
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,9,4,0.804481,0.872561,0.513584,0.472015,0.532059,0.647642,0.112941,0.819242
peg_insertion_with_preload,clamp_slip_transition,delayed_force_observation,9,5,0.852322,0.867369,0.516135,0.512351,0.544320,0.662056,0.123519,0.815414
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,0,0,0.727758,0.832636,0.570914,0.468283,0.502192,0.209854,0.322655,0.821379
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,0,1,0.760875,0.826460,0.530132,0.466122,0.482496,0.212298,0.325978,0.818730
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,0,2,0.785715,0.823837,0.572840,0.490335,0.509536,0.212154,0.341931,0.816743
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,0,3,0.744183,0.849110,0.537656,0.472708,0.493276,0.202906,0.326838,0.820065
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,0,4,0.800327,0.819864,0.534891,0.470549,0.524405,0.198623,0.361668,0.815574
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,0,5,0.761928,0.834848,0.567519,0.494004,0.518447,0.205673,0.324330,0.818646
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,1,0,0.796699,0.853466,0.640559,0.437059,0.560797,0.215633,0.339960,0.815864
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,1,1,0.786370,0.868111,0.574006,0.442105,0.508561,0.224568,0.344229,0.816690
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,1,2,0.789097,0.821075,0.563660,0.457704,0.496881,0.212172,0.336254,0.816472
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,1,3,0.797023,0.833776,0.588570,0.471381,0.559492,0.214323,0.314454,0.815838
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,1,4,0.798208,0.864579,0.558174,0.469577,0.527688,0.212903,0.343781,0.815743
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,1,5,0.767375,0.838838,0.589880,0.490063,0.517413,0.208282,0.329395,0.818210
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,2,0,0.798166,0.835680,0.591594,0.452478,0.543747,0.205202,0.349163,0.815747
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,2,1,0.756887,0.825285,0.583291,0.476860,0.514865,0.209051,0.367994,0.819049
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,2,2,0.754737,0.833655,0.600060,0.453373,0.516228,0.214199,0.334111,0.819221
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,2,3,0.717239,0.831977,0.569800,0.451469,0.500477,0.204778,0.338687,0.822221
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,2,4,0.769579,0.836196,0.595251,0.476274,0.511779,0.206560,0.345136,0.818034
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,2,5,0.756020,0.865796,0.557254,0.481001,0.527034,0.218438,0.331660,0.819118
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,3,0,0.755729,0.838344,0.593898,0.463731,0.487731,0.208759,0.351854,0.819142
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,3,1,0.740406,0.787503,0.592029,0.456656,0.479340,0.200222,0.317009,0.820368
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,3,2,0.748876,0.830907,0.578675,0.497868,0.525642,0.227884,0.348716,0.819690
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,3,3,0.829551,0.838457,0.568702,0.438464,0.599368,0.199013,0.357906,0.813236
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,3,4,0.768572,0.782488,0.578838,0.426977,0.501108,0.200288,0.352683,0.818114
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,3,5,0.772970,0.807467,0.609764,0.465247,0.525682,0.201317,0.331861,0.817762
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,4,0,0.764786,0.784092,0.559164,0.481528,0.518083,0.211199,0.351146,0.818417
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,4,1,0.778909,0.796592,0.617273,0.471112,0.496191,0.202278,0.321930,0.817287
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,4,2,0.778242,0.824679,0.637313,0.474964,0.525316,0.209204,0.339273,0.817341
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,4,3,0.810110,0.856106,0.603098,0.480904,0.519695,0.205547,0.367519,0.814791
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,4,4,0.762446,0.789973,0.537470,0.460973,0.481924,0.216448,0.359461,0.818604
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,4,5,0.823320,0.812494,0.610516,0.424293,0.546844,0.227980,0.338102,0.813734
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,5,0,0.792868,0.839338,0.601915,0.424288,0.498342,0.207584,0.366317,0.816171
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,5,1,0.800438,0.808243,0.584205,0.461459,0.530056,0.214571,0.354511,0.815565
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,5,2,0.758639,0.799048,0.580167,0.480856,0.509592,0.223519,0.316394,0.818909
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,5,3,0.773951,0.791622,0.601532,0.480746,0.506425,0.223278,0.365647,0.817684
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,5,4,0.803645,0.851059,0.588444,0.464303,0.538301,0.197061,0.343016,0.815308
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,5,5,0.786429,0.804978,0.616299,0.492247,0.489566,0.204720,0.336608,0.816686
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,6,0,0.783097,0.797612,0.564836,0.459476,0.515947,0.193337,0.358722,0.816952
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,6,1,0.797938,0.842328,0.617144,0.450444,0.562601,0.216440,0.340472,0.815765
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,6,2,0.811072,0.773526,0.535819,0.464847,0.532227,0.225854,0.374226,0.814714
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,6,3,0.755774,0.833550,0.577379,0.485120,0.500328,0.202297,0.345980,0.819138
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,6,4,0.761306,0.846225,0.608310,0.462756,0.484337,0.216820,0.364223,0.818696
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,6,5,0.785291,0.816420,0.569948,0.492091,0.539492,0.200581,0.352086,0.816777
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,7,0,0.731948,0.861523,0.562683,0.488856,0.511443,0.228513,0.306865,0.821044
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,7,1,0.746610,0.798154,0.541980,0.452038,0.513687,0.190412,0.378588,0.819871
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,7,2,0.793645,0.830036,0.637971,0.470607,0.512099,0.213891,0.343437,0.816108
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,7,3,0.769031,0.861706,0.636422,0.465624,0.502253,0.196154,0.329915,0.818078
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,7,4,0.747792,0.855793,0.603875,0.464430,0.517203,0.203210,0.337407,0.819777
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,7,5,0.752927,0.836366,0.628595,0.456522,0.525004,0.228252,0.343373,0.819366
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,8,0,0.818558,0.825906,0.560327,0.482065,0.507685,0.215903,0.363072,0.814115
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,8,1,0.772100,0.816127,0.569415,0.475856,0.528893,0.214847,0.329371,0.817832
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,8,2,0.824994,0.825057,0.588489,0.457355,0.531787,0.201190,0.346280,0.813601
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,8,3,0.760737,0.842003,0.548049,0.463707,0.497155,0.208377,0.366922,0.818741
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,8,4,0.752239,0.811397,0.598236,0.483207,0.523302,0.210766,0.347539,0.819421
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,8,5,0.772720,0.850577,0.576252,0.501536,0.481478,0.206826,0.348581,0.817782
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,9,0,0.708589,0.848765,0.595746,0.479499,0.518209,0.213482,0.333342,0.822913
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,9,1,0.763733,0.851761,0.573267,0.462807,0.518763,0.198365,0.348102,0.818501
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,9,2,0.781501,0.806661,0.525324,0.466738,0.539002,0.204735,0.324942,0.817080
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,9,3,0.792169,0.829148,0.565401,0.478089,0.538829,0.210649,0.324142,0.816226
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,9,4,0.754921,0.786792,0.609185,0.478513,0.531732,0.215105,0.344938,0.819206
peg_insertion_with_preload,clamp_slip_transition,sensor_dropout_contact_shift,9,5,0.789046,0.835858,0.608985,0.506922,0.547777,0.206202,0.331599,0.816476
peg_insertion_with_preload,clamp_slip_transition,memory_reset_trap,0,0,0.778577,0.837778,0.674509,0.434066,0.475621,0.220782,0.101170,0.811714
peg_insertion_with_preload,clamp_slip_transition,memory_reset_trap,0,1,0.811005,0.782836,0.643048,0.455004,0.478994,0.206034,0.135714,0.809120
